date,daily_count,daily_sentiment
2020-07-08,1,0.0
2021-04-21,1,0.0
2021-12-17,14,-0.14
2021-12-19,1,-2.0
2021-12-25,1,-2.0
2022-01-03,1,2.0
2022-01-18,1,0.0
2022-02-08,1,0.0
2022-04-08,5,-0.4
2022-04-11,1,1.0
2022-04-14,1,-2.0
2022-04-23,1,1.0
2022-05-24,1,-1.0
2022-06-06,8,0.5
2022-06-07,4,0.0
2022-06-11,2,0.0
2022-06-12,1,0.0
2022-06-15,1,-1.0
2022-06-21,1,0.0
2022-06-23,1,-1.0
2022-06-25,1,0.0
2022-06-26,1,0.0
2022-06-30,1,0.0
2022-07-25,1,1.0
2022-07-27,1,1.0
2022-09-04,2,0.0
2022-09-08,1,0.0
2022-09-23,10,-0.3
2022-09-24,1,0.0
2022-09-26,1,0.0
2022-10-03,1,-1.0
2022-10-08,1,0.0
2022-10-13,1,1.0
2022-10-17,2,0.5
2022-10-18,1,0.0
2022-10-21,2,0.0
2022-10-24,1,0.0
2022-10-27,1,0.0
2022-11-04,1,0.0
2022-11-22,1,0.0
2022-12-30,1,0.0
2022-12-31,1,2.0
2023-01-04,1,-1.0
2023-01-05,2,0.0
2023-01-07,1,1.0
2023-01-09,1,0.0
2023-01-10,1,0.0
2023-01-12,1,0.0
2023-01-13,1,0.0
2023-01-14,1,-1.0
2023-01-17,1,2.0
2023-01-23,1,1.0
2023-01-24,4,1.75
2023-01-26,8,-0.38
2023-01-27,2,0.0
2023-02-22,4,0.75
2023-02-23,1,0.0
2023-03-06,1,-1.0
2023-03-09,1,-1.0
2023-03-13,9,0.44
2023-03-14,1,0.0
2023-03-15,2,0.0
2023-03-16,3,0.0
2023-03-19,1,1.0
2023-03-28,2,-0.5
2023-03-29,1,0.0
2023-03-31,1,0.0
2023-04-01,1,0.0
2023-04-02,4,0.0
2023-04-03,3,0.0
2023-04-04,1,0.0
2023-04-06,1,0.0
2023-04-17,1,0.0
2023-04-20,5,0.4
2023-04-21,6,0.5
2023-04-22,2,-0.5
2023-04-25,2,2.0
2023-04-28,1,0.0
2023-04-29,1,-1.0
2023-04-30,9,-0.22
2023-05-01,7,0.14
2023-05-04,1,-1.0
2023-05-06,1,1.0
2023-05-07,16,-0.25
2023-05-08,3,0.33
2023-05-13,1,0.0
2023-05-16,1,1.0
2023-05-17,1,1.0
2023-05-18,2,-0.5
2023-05-21,1,0.0
2023-05-24,1,0.0
2023-05-27,1,0.0
2023-05-28,1,0.0
2023-06-03,1,0.0
2023-06-05,2,0.0
2023-06-11,1,-1.0
2023-06-13,1,0.0
2023-06-14,1,0.0
2023-06-15,1,1.0
2023-06-16,12,0.42
2023-06-17,3,-0.67
2023-06-18,1,0.0
2023-06-19,2,0.0
2023-06-20,1,-1.0
2023-06-23,1,0.0
2023-06-25,1,0.0
2023-06-26,1,0.0
2023-06-27,4,-1.0
2023-06-29,1,2.0
2023-06-30,1,1.0
2023-07-01,2,0.0
2023-07-02,1,0.0
2023-07-09,1,-2.0
2023-07-11,1,0.0
2023-07-12,3,-0.67
2023-07-13,1,0.0
2023-07-14,9,-0.11
2023-07-15,5,0.2
2023-07-16,5,-0.4
2023-07-17,2,1.0
2023-07-18,2,0.5
2023-07-19,2,0.0
2023-07-20,1,0.0
2023-07-26,1,1.0
2023-07-28,1,0.0
2023-07-29,7,0.43
2023-07-30,6,0.0
2023-07-31,3,0.0
2023-08-01,2,0.0
2023-08-02,1,0.0
2023-08-03,5,0.2
2023-08-04,12,0.33
2023-08-05,9,-0.11
2023-08-06,6,0.17
2023-08-07,3,-0.33
2023-08-08,1,0.0
2023-08-14,1,1.0
2023-08-16,2,0.0
2023-08-19,1,2.0
2023-08-21,1,0.0
2023-08-23,1,2.0
2023-08-25,1,-1.0
2023-09-01,1,1.0
2023-09-02,1,0.0
2023-09-03,1,0.0
2023-09-11,1,1.0
2023-09-18,1,0.0
2023-09-19,1,0.0
2023-09-20,1,0.0
2023-09-21,1,0.0
2023-09-22,1,-1.0
2023-09-23,1,0.0
2023-09-28,1,0.0
2023-10-07,1,0.0
2023-10-15,1,0.0
2023-10-16,1,0.0
2023-10-18,1,0.0
2023-10-24,2,0.0
2023-10-26,1,0.0
2023-10-27,1,1.0
2023-11-01,1,0.0
2023-11-02,1,0.0
2023-11-04,1,0.0
2023-11-06,3,0.33
2023-11-07,1,0.0
2023-11-09,3,0.0
2023-11-10,1,0.0
2023-11-11,1,0.0
2023-11-13,1,0.0
2023-11-15,1,1.0
2023-11-16,2,0.0
2023-11-17,1,0.0
2023-11-18,2,0.0
2023-11-19,1,0.0
2023-11-20,2,0.0
2023-11-21,5,0.4
2023-11-22,2,0.0
2023-11-23,7,0.0
2023-11-24,2,0.5
2023-11-25,4,0.0
2023-11-26,3,0.33
2023-11-27,2,0.0
2023-11-28,4,0.0
2023-11-29,3,-0.33
2023-11-30,3,-0.33
2023-12-01,8,0.25
2023-12-02,8,0.25
2023-12-03,2,0.5
2023-12-04,3,0.0
2023-12-05,2,0.0
2023-12-06,2,-0.5
2023-12-08,5,0.0
2023-12-09,2,-1.5
2023-12-11,1,0.0
2023-12-13,2,0.0
2023-12-18,1,0.0
2023-12-19,1,0.0
2023-12-23,4,0.0
2023-12-24,2,0.0
2023-12-25,1,0.0
2023-12-26,1,0.0
2023-12-27,1,1.0
2024-01-06,1,0.0
2024-01-07,4,-0.25
2024-01-08,12,0.08
2024-01-09,16,0.31
2024-01-10,11,-0.09
2024-01-11,6,0.0
2024-01-12,3,0.0
2024-01-13,9,0.22
2024-01-14,6,0.33
2024-01-15,8,0.0
2024-01-16,17,-0.18
2024-01-17,6,0.17
2024-01-18,3,-0.33
2024-01-19,6,0.33
2024-01-20,7,-0.14
2024-01-21,13,0.38
2024-01-22,4,-0.25
2024-01-23,5,-0.2
2024-01-24,1,0.0
2024-01-25,2,0.0
2024-01-26,3,0.0
2024-01-27,3,0.33
2024-01-28,9,-0.22
2024-01-29,1,-1.0
2024-01-30,7,-0.14
2024-01-31,6,0.67
2024-02-01,4,0.25
2024-02-02,3,0.0
2024-02-03,5,0.2
2024-02-05,1,1.0
2024-02-07,1,0.0
2024-02-08,1,0.0
2024-02-11,4,0.25
2024-02-13,4,0.0
2024-02-15,1,0.0
2024-02-16,3,0.0
2024-02-17,3,0.33
2024-02-19,5,-0.4
2024-02-20,3,0.33
2024-02-21,3,0.0
2024-02-22,1,0.0
2024-02-23,5,0.2
2024-02-25,1,-1.0
2024-02-27,1,0.0
2024-02-28,4,0.25
2024-02-29,11,0.55
2024-03-01,3,0.67
2024-03-02,1,0.0
2024-03-03,6,0.17
2024-03-04,8,0.25
2024-03-05,4,0.5
2024-03-06,1,0.0
2024-03-07,4,-0.25
2024-03-08,1,0.0
2024-03-09,4,0.0
2024-03-10,7,0.57
2024-03-11,2,0.0
2024-03-12,8,0.13
2024-03-13,8,0.0
2024-03-14,10,0.1
2024-03-15,9,0.0
2024-03-16,7,0.14
2024-03-17,13,0.23
2024-03-18,7,0.29
2024-03-19,4,0.5
2024-03-20,13,0.62
2024-03-21,19,0.16
2024-03-22,2,0.5
2024-03-23,3,0.33
2024-03-24,1,0.0
2024-03-25,5,0.2
2024-03-26,9,0.33
2024-03-27,6,-0.83
2024-03-28,13,-0.15
2024-03-29,7,0.29
2024-03-30,1,-1.0
2024-03-31,2,0.5
2024-04-01,1,0.0
2024-04-02,8,0.13
2024-04-03,2,0.5
2024-04-04,2,0.0
2024-04-05,5,0.2
2024-04-06,8,0.0
2024-04-07,11,0.18
2024-04-08,13,0.0
2024-04-09,10,0.3
2024-04-10,12,-0.08
2024-04-11,8,0.13
2024-04-12,1,-1.0
2024-04-13,6,-0.17
2024-04-14,6,0.0
2024-04-15,4,-0.5
2024-04-16,1,0.0
2024-04-17,2,0.0
2024-04-18,3,0.67
2024-04-19,3,0.0
2024-04-20,1,0.0
2024-04-22,3,0.0
2024-04-23,3,0.0
2024-04-24,9,0.33
2024-04-25,13,0.15
2024-04-26,11,0.0
2024-04-27,5,0.6
2024-04-28,3,0.67
2024-04-29,4,0.5
2024-04-30,2,0.5
2024-05-01,5,0.6
2024-05-02,4,0.25
2024-05-03,2,0.0
2024-05-04,5,0.8
2024-05-05,2,-0.5
2024-05-06,2,0.5
2024-05-07,3,-0.33
2024-05-08,1,0.0
2024-05-09,2,1.0
2024-05-10,3,0.67
2024-05-11,1,0.0
2024-05-12,3,0.0
2024-05-13,3,0.0
2024-05-14,6,0.5
2024-05-15,5,0.0
2024-05-16,4,-0.25
2024-05-17,6,0.0
2024-05-18,6,0.0
2024-05-19,5,-0.4
2024-05-20,8,0.25
2024-05-21,2,0.0
2024-05-22,1,0.0
2024-05-23,1,0.0
2024-05-24,2,0.0
2024-05-25,1,0.0
2024-05-26,1,3.0
2024-05-27,8,0.63
2024-05-28,6,0.0
2024-05-29,3,0.0
2024-05-30,8,-0.25
2024-05-31,3,-0.67
2024-06-01,5,0.0
2024-06-02,3,-0.33
2024-06-03,1,0.0
2024-06-05,3,0.33
2024-06-06,2,1.0
2024-06-07,2,0.5
2024-06-08,3,0.67
2024-06-09,3,0.0
2024-06-10,5,-0.2
2024-06-11,7,0.14
2024-06-12,6,-0.17
2024-06-13,7,0.29
2024-06-14,2,1.0
2024-06-15,6,-0.17
2024-06-16,1,0.0
2024-06-17,3,0.0
2024-06-18,4,0.5
2024-06-19,10,0.1
2024-06-20,24,-0.25
2024-06-21,27,-0.07
2024-06-22,7,0.43
2024-06-23,5,0.2
2024-06-24,6,0.5
2024-06-25,1,0.0
2024-06-26,5,-0.2
2024-06-27,5,0.2
2024-06-28,8,0.13
2024-06-29,6,0.0
2024-06-30,5,0.0
2024-07-01,7,0.29
2024-07-02,5,0.2
2024-07-03,3,0.33
2024-07-04,16,-0.25
2024-07-05,8,0.0
2024-07-06,5,0.6
2024-07-07,8,0.75
2024-07-08,10,-0.1
2024-07-09,8,-0.25
2024-07-10,3,0.0
2024-07-11,7,-0.14
2024-07-12,12,0.0
2024-07-13,6,0.33
2024-07-14,7,0.43
2024-07-15,13,0.15
2024-07-16,20,0.0
2024-07-17,11,0.09
2024-07-18,21,0.05
2024-07-19,8,0.25
2024-07-20,1,0.0
2024-07-21,6,0.0
2024-07-22,12,0.17
2024-07-23,13,-0.08
2024-07-24,6,-0.17
2024-07-25,6,0.0
2024-07-26,4,0.0
2024-07-27,2,0.5
2024-07-28,12,-0.17
2024-07-29,11,0.45
2024-07-30,8,0.0
2024-07-31,15,-0.13
2024-08-01,11,-0.18
2024-08-02,9,0.33
2024-08-03,9,0.0
2024-08-04,11,0.0
2024-08-05,12,-0.17
2024-08-06,11,-0.09
2024-08-07,2,0.0
2024-08-08,5,-0.8
2024-08-09,6,0.0
2024-08-10,4,1.0
2024-08-11,8,-0.13
2024-08-12,6,-0.17
2024-08-13,8,0.0
2024-08-14,8,0.25
2024-08-15,4,0.25
2024-08-16,6,-0.17
2024-08-17,6,0.33
2024-08-18,5,-0.2
2024-08-19,28,0.18
2024-08-20,23,0.0
2024-08-21,12,0.33
2024-08-22,10,-0.1
2024-08-23,4,-0.25
2024-08-25,6,0.5
2024-08-26,12,0.08
2024-08-27,4,-0.25
2024-08-28,7,0.71
2024-08-29,3,0.33
2024-08-30,7,0.14
2024-08-31,12,0.25
2024-09-01,5,0.4
2024-09-02,7,-0.29
2024-09-03,9,0.11
2024-09-04,9,0.11
2024-09-05,11,0.27
2024-09-06,4,0.0
2024-09-07,13,0.31
2024-09-08,10,0.0
2024-09-09,10,0.2
2024-09-10,6,-0.17
2024-09-11,7,0.0
2024-09-12,17,0.35
2024-09-13,6,0.5
2024-09-14,22,0.45
2024-09-15,3,0.0
2024-09-16,4,-0.5
2024-09-17,6,0.33
2024-09-18,11,0.36
2024-09-19,5,0.0
2024-09-20,4,0.0
2024-09-21,5,0.0
2024-09-22,9,0.22
2024-09-23,12,0.08
2024-09-24,18,-0.11
2024-09-25,10,-0.9
2024-09-26,24,0.04
2024-09-27,11,0.0
2024-09-28,10,-0.3
2024-09-29,13,0.0
2024-09-30,10,-0.1
2024-10-01,4,0.25
2024-10-02,17,0.29
2024-10-03,4,0.25
2024-10-04,20,0.15
2024-10-05,4,-0.25
2024-10-06,4,0.0
2024-10-07,14,-0.14
2024-10-08,10,0.5
2024-10-09,5,0.0
2024-10-10,8,-0.38
2024-10-11,4,0.0
2024-10-12,2,-0.5
2024-10-13,6,0.0
2024-10-14,8,-0.38
2024-10-15,20,-0.05
2024-10-16,14,0.14
2024-10-17,21,-0.14
2024-10-18,12,0.17
2024-10-19,16,0.06
2024-10-20,18,0.28
2024-10-21,5,0.0
2024-10-22,5,0.6
2024-10-23,6,0.0
2024-10-24,11,0.0
2024-10-25,15,0.13
2024-10-26,5,0.2
2024-10-27,3,0.0
2024-10-28,12,0.33
2024-10-29,6,-0.17
2024-10-30,10,0.4
2024-10-31,18,0.06
2024-11-01,6,-0.17
2024-11-02,3,0.33
2024-11-03,9,0.33
2024-11-04,18,0.17
2024-11-05,8,-0.25
2024-11-06,3,-0.33
2024-11-07,8,0.13
2024-11-08,20,-0.1
2024-11-09,12,0.25
2024-11-10,7,-0.14
2024-11-11,10,-0.3
2024-11-12,8,0.25
2024-11-13,11,0.45
2024-11-14,6,0.17
2024-11-15,14,0.0
2024-11-16,8,-0.13
2024-11-17,4,0.0
2024-11-18,7,-0.43
2024-11-19,18,0.11
2024-11-20,6,-0.17
2024-11-21,22,0.09
2024-11-22,24,-0.08
2024-11-23,10,0.1
2024-11-24,11,0.09
2024-11-25,10,0.1
2024-11-26,17,0.12
2024-11-27,18,0.44
2024-11-28,26,0.08
2024-11-29,5,0.0
2024-11-30,11,0.0
2024-12-01,20,0.35
2024-12-02,18,-0.33
2024-12-03,9,0.33
2024-12-04,13,0.08
2024-12-05,9,0.11
2024-12-06,15,0.0
2024-12-07,19,0.53
2024-12-08,6,0.17
2024-12-09,20,-0.2
2024-12-10,15,-0.13
2024-12-11,19,0.32
2024-12-12,19,0.32
2024-12-13,15,0.27
2024-12-14,9,-0.11
2024-12-15,5,-0.2
2024-12-16,6,0.0
2024-12-17,6,0.17
2024-12-18,11,0.09
2024-12-19,17,0.29
2024-12-20,29,0.21
2024-12-21,5,0.6
2024-12-22,7,0.0
2024-12-23,21,0.1
2024-12-24,18,0.0
2024-12-25,29,0.07
2024-12-26,9,0.33
2024-12-27,24,0.0
2024-12-28,13,0.0
2024-12-29,6,0.0
2024-12-30,8,0.38
2024-12-31,7,0.57
2025-01-01,8,0.0
2025-01-02,16,0.06
2025-01-03,12,0.17
2025-01-04,25,0.24
2025-01-05,18,0.06
2025-01-06,9,0.11
2025-01-07,21,0.0
2025-01-08,7,0.14
2025-01-09,3,0.67
2025-01-10,15,0.07
2025-01-11,15,-0.27
2025-01-12,3,0.0
2025-01-13,22,0.27
2025-01-14,3,0.33
2025-01-15,13,-0.15
2025-01-16,11,0.09
2025-01-17,5,-0.2
2025-01-18,4,0.25
2025-01-19,4,0.75
2025-01-20,15,0.2
2025-01-21,11,-0.27
2025-01-22,10,-0.1
2025-01-23,14,0.36
2025-01-24,27,0.15
2025-01-25,13,-0.08
2025-01-26,18,0.28
2025-01-27,11,0.27
2025-01-28,7,-0.43
2025-01-29,2,0.5
2025-01-30,5,0.0
2025-01-31,10,0.1
2025-02-01,19,0.16
2025-02-02,15,0.4
2025-02-03,8,0.25
2025-02-04,7,0.0
2025-02-05,4,0.0
2025-02-06,10,-0.1
2025-02-07,9,0.33
2025-02-08,13,0.46
2025-02-09,8,-0.38
2025-02-10,21,-0.14
2025-02-11,19,-0.16
2025-02-12,10,0.4
2025-02-13,15,0.2
2025-02-14,19,0.05
2025-02-15,8,0.25
2025-02-16,8,0.25
2025-02-17,12,0.08
2025-02-18,25,0.28
2025-02-19,36,-0.25
2025-02-20,40,0.13
2025-02-21,32,0.03
2025-02-22,19,0.0
2025-02-23,21,0.1
2025-02-24,17,0.29
2025-02-25,30,0.13
2025-02-26,35,0.34
2025-02-27,32,0.38
2025-02-28,29,0.03
2025-03-01,20,0.15
2025-03-02,11,0.45
2025-03-03,31,0.13
2025-03-04,38,0.24
2025-03-05,36,0.06
2025-03-06,30,-0.13
2025-03-07,17,0.06
2025-03-08,21,0.0
2025-03-09,32,-0.13
2025-03-10,38,0.18
2025-03-11,11,0.09
2025-03-12,21,0.0
2025-03-13,31,0.13
2025-03-14,15,0.47
2025-03-15,12,0.33
2025-03-16,15,0.4
2025-03-17,26,0.27
2025-03-18,24,0.29
2025-03-19,17,0.35
2025-03-20,16,0.19
2025-03-21,14,-0.14
2025-03-22,17,0.24
2025-03-23,12,0.17
2025-03-24,21,0.1
2025-03-25,31,-0.1
2025-03-26,19,0.05
2025-03-27,20,-0.3
2025-03-28,22,-0.09
2025-03-29,21,0.33
2025-03-30,21,0.05
2025-03-31,21,0.57
2025-04-01,44,0.16
2025-04-02,22,0.05
2025-04-03,25,0.2
2025-04-04,17,0.35
2025-04-05,13,0.15
2025-04-06,17,-0.12
2025-04-07,43,0.19
2025-04-08,48,0.19
2025-04-09,38,0.24
2025-04-10,26,0.12
2025-04-11,33,0.15
2025-04-12,34,0.29
2025-04-13,14,0.07
2025-04-14,13,0.23
2025-04-15,13,-0.08
2025-04-16,17,0.06
2025-04-17,34,0.09
2025-04-18,32,0.19
2025-04-19,15,0.07
2025-04-20,33,0.15
2025-04-21,30,0.03
2025-04-22,55,0.13
2025-04-23,27,0.37
2025-04-24,23,0.17
2025-04-25,26,0.15
2025-04-26,20,0.55
2025-04-27,37,0.19
2025-04-28,14,0.29
2025-04-29,46,0.0
2025-04-30,27,-0.07
2025-05-01,6,0.33
2025-05-02,11,0.55
2025-05-03,27,0.19
2025-05-04,20,-0.05
2025-05-05,15,0.07
2025-05-06,12,-0.08
2025-05-07,21,0.14
2025-05-08,23,0.04
2025-05-09,23,0.04
2025-05-10,15,0.33
2025-05-11,7,-0.14
2025-05-12,30,0.1
2025-05-13,29,0.24
2025-05-14,32,0.09
2025-05-15,19,0.0
2025-05-16,44,0.23
2025-05-17,21,0.05
2025-05-18,21,0.0
2025-05-19,19,-0.05
2025-05-20,9,0.22
2025-05-21,24,0.13
2025-05-22,40,-0.05
2025-05-23,27,-0.15
2025-05-24,27,0.0
2025-05-25,21,-0.1
2025-05-26,29,0.14
2025-05-27,14,0.21
2025-05-28,20,0.2
2025-05-29,11,-0.18
2025-05-30,18,0.17
2025-05-31,7,0.14
2025-06-01,13,0.31
2025-06-02,17,0.06
2025-06-03,37,0.16
2025-06-04,44,0.27
2025-06-05,38,0.05
2025-06-06,9,0.56
2025-06-07,16,0.38
2025-06-08,39,-0.05
2025-06-09,22,0.14
2025-06-10,25,0.16
2025-06-11,25,-0.08
2025-06-12,31,0.06
2025-06-13,31,0.1
2025-06-14,30,0.2
2025-06-15,21,0.0
2025-06-16,30,0.23
2025-06-17,25,0.08
2025-06-18,16,0.06
2025-06-19,39,0.0
2025-06-20,29,-0.07
2025-06-21,32,-0.06
2025-06-22,41,0.05
2025-06-23,32,0.06
2025-06-24,30,-0.03
2025-06-25,30,0.13
2025-06-26,25,0.08
2025-06-27,23,0.04
2025-06-28,14,-0.14
2025-06-29,24,0.21
2025-06-30,36,0.19
2025-07-01,19,0.16
2025-07-02,19,0.26
2025-07-03,32,0.09
2025-07-04,27,0.15
2025-07-05,34,-0.06
2025-07-06,32,0.13
2025-07-07,39,0.28
2025-07-08,26,0.27
2025-07-09,43,0.21
2025-07-10,51,0.22
2025-07-11,30,0.17
2025-07-12,30,0.17
2025-07-13,21,0.0
2025-07-14,21,-0.1
2025-07-15,15,0.13
2025-07-16,30,0.2
2025-07-17,30,0.0
2025-07-18,21,0.1
2025-07-19,28,0.18
2025-07-20,22,-0.27
2025-07-21,29,0.31
2025-07-22,22,0.18
2025-07-23,32,0.19
2025-07-24,27,0.04
2025-07-25,15,0.2
2025-07-26,15,0.07
2025-07-27,21,-0.1
2025-07-28,15,-0.27
2025-07-29,30,0.13
2025-07-30,23,0.26
2025-07-31,18,0.06
2025-08-01,28,0.29
2025-08-02,18,0.11
2025-08-03,40,0.08
2025-08-04,37,0.14
2025-08-05,22,0.55
2025-08-06,45,0.38
2025-08-07,32,0.19
2025-08-08,46,0.28
2025-08-09,43,0.21
2025-08-10,40,0.03
2025-08-11,58,0.05
2025-08-12,49,0.27
2025-08-13,54,0.2
2025-08-14,38,0.03
2025-08-15,27,0.07
2025-08-16,48,0.1
2025-08-17,56,0.09
2025-08-18,49,0.14
2025-08-19,49,0.16
2025-08-20,57,0.11
2025-08-21,37,0.41
2025-08-22,49,0.04
2025-08-23,38,-0.11
2025-08-24,23,0.43
2025-08-25,41,0.05
2025-08-26,34,0.24
2025-08-27,62,0.15
2025-08-28,68,0.18
2025-08-29,38,-0.08
2025-08-30,20,0.0
2025-08-31,37,0.35
2025-09-01,42,0.17
2025-09-02,50,0.18
2025-09-03,47,0.09
2025-09-04,33,0.21
2025-09-05,16,0.0
2025-09-06,24,0.42
2025-09-07,20,0.1
2025-09-08,38,0.03
2025-09-09,21,0.0
2025-09-10,54,0.07
2025-09-11,65,0.03
2025-09-12,32,0.13
2025-09-13,46,0.17
2025-09-14,37,-0.05
2025-09-15,34,0.18
2025-09-16,38,0.18
2025-09-17,35,0.06
2025-09-18,42,0.24
2025-09-19,41,0.32
2025-09-20,56,0.16
2025-09-21,49,-0.04
2025-09-22,52,0.21
2025-09-23,49,0.0
2025-09-24,45,-0.04
2025-09-25,74,0.2
2025-09-26,50,0.06
2025-09-27,59,0.07
2025-09-28,71,0.13
2025-09-29,51,0.06
2025-09-30,38,-0.03
2025-10-01,28,0.04
2025-10-02,29,0.07
2025-10-03,38,0.13
2025-10-04,44,-0.05
2025-10-05,51,0.25
2025-10-06,43,0.14
2025-10-07,53,0.04
2025-10-08,51,0.08
2025-10-09,71,0.18
2025-10-10,121,0.14
2025-10-11,73,0.11
2025-10-12,58,0.17
2025-10-13,60,0.32
2025-10-14,75,0.13
2025-10-15,97,0.08
2025-10-16,83,0.02
2025-10-17,70,0.01
2025-10-18,52,0.02
2025-10-19,55,0.25
2025-10-20,77,0.06
2025-10-21,53,0.06
2025-10-22,46,0.13
2025-10-23,78,0.22
2025-10-24,69,0.04
2025-10-25,45,0.11
2025-10-26,55,0.07
2025-10-27,97,0.15
2025-10-28,92,0.08
2025-10-29,95,0.12
2025-10-30,116,0.13
2025-10-31,70,0.19
2025-11-01,62,0.1
2025-11-02,70,0.09
2025-11-03,83,-0.05
2025-11-04,79,0.19
2025-11-05,81,0.07
2025-11-06,76,0.16
2025-11-07,102,0.12
2025-11-08,92,0.11
2025-11-09,74,0.14
2025-11-10,107,0.12
2025-11-11,90,0.03
2025-11-12,72,0.11
2025-11-13,100,0.15
2025-11-14,93,0.16
2025-11-15,73,0.01
2025-11-16,63,0.21
2025-11-17,122,0.01
2025-11-18,86,0.17
2025-11-19,167,0.11
2025-11-20,167,0.15
2025-11-21,139,0.15
2025-11-22,107,0.18
2025-11-23,126,0.21
2025-11-24,177,0.11
2025-11-25,195,0.15
2025-11-26,187,0.06
2025-11-27,100,0.28
2025-11-28,159,0.08
2025-11-29,121,0.12
2025-11-30,139,0.11
2025-12-01,229,0.17
2025-12-02,239,0.14
2025-12-03,174,0.11
2025-12-04,235,0.17
2025-12-05,239,0.18
2025-12-06,243,0.08
2025-12-07,282,0.21
2025-12-08,264,0.08
2025-12-09,254,0.12
2025-12-10,205,0.23
2025-12-11,208,0.09
2025-12-12,271,0.27
2025-12-13,237,0.18
2025-12-14,265,0.12
2025-12-15,420,0.15
2025-12-16,499,0.12
2025-12-17,140,0.1
2025-12-18,182,0.14
2025-12-19,89,0.22
